cve,cvssV3,cvssV2
CVE-2003-0864,NA,5.0
CVE-2003-0865,NA,7.5
CVE-2003-0866,NA,5.0
CVE-2003-0867,NA,NA
CVE-2003-0868,NA,NA
CVE-2003-0869,NA,NA
CVE-2003-0870,NA,7.5
CVE-2003-0871,NA,7.5
CVE-2003-0872,NA,2.1
CVE-2003-0873,NA,NA
CVE-2003-0874,NA,5.0
CVE-2003-0875,NA,2.1
CVE-2003-0876,NA,2.1
CVE-2003-0877,NA,4.6
CVE-2003-0878,NA,2.1
CVE-2003-0879,NA,NA
CVE-2003-0880,NA,4.6
CVE-2003-0881,NA,7.5
CVE-2003-0882,NA,5.0
CVE-2003-0883,NA,4.6
CVE-2003-0885,NA,6.4
CVE-2003-0886,NA,10.0
CVE-2003-0887,NA,2.1
CVE-2003-0894,NA,4.6
CVE-2003-0895,NA,4.6
CVE-2003-0896,NA,7.5
CVE-2003-0897,NA,4.6
CVE-2003-0898,NA,4.6
CVE-2003-0899,NA,7.5
CVE-2003-0900,NA,5.0
CVE-2003-0901,NA,7.5
CVE-2003-0902,NA,7.5
CVE-2003-0903,NA,10.0
CVE-2003-0904,NA,6.0
CVE-2003-0905,NA,5.0
CVE-2003-0906,NA,7.6
CVE-2003-0907,NA,5.1
CVE-2003-0908,NA,7.2
CVE-2003-0909,NA,7.2
CVE-2003-0910,NA,7.2
CVE-2003-0913,NA,4.6
CVE-2003-0914,NA,4.3
CVE-2003-0917,NA,NA
CVE-2003-0918,NA,NA
CVE-2003-0919,NA,NA
CVE-2003-0920,NA,NA
CVE-2003-0921,NA,NA
CVE-2003-0922,NA,NA
CVE-2003-0923,NA,NA
CVE-2003-0924,NA,3.7
CVE-2003-0925,NA,7.5
CVE-2003-0926,NA,5.0
CVE-2003-0927,NA,7.5
CVE-2003-0928,NA,7.5
CVE-2003-0929,NA,7.5
CVE-2003-0930,NA,7.5
CVE-2003-0931,NA,5.0
CVE-2003-0932,NA,4.6
CVE-2003-0933,NA,4.6
CVE-2003-0934,NA,4.6
CVE-2003-0935,NA,6.4
CVE-2003-0936,NA,7.2
CVE-2003-0937,NA,4.6
CVE-2003-0938,NA,7.2
CVE-2003-0939,NA,7.5
CVE-2003-0940,NA,5.0
CVE-2003-0941,NA,7.5
CVE-2003-0942,NA,7.5
CVE-2003-0943,NA,7.5
CVE-2003-0944,NA,7.5
CVE-2003-0945,NA,7.5
CVE-2003-0946,NA,7.5
CVE-2003-0947,NA,7.2
CVE-2003-0948,NA,7.2
CVE-2003-0949,NA,4.6
CVE-2003-0950,NA,7.5
CVE-2003-0951,NA,7.5
CVE-2003-0952,NA,NA
CVE-2003-0953,NA,NA
CVE-2003-0954,NA,7.2
CVE-2003-0955,NA,4.6
CVE-2003-0956,NA,2.6
CVE-2003-0959,NA,10.0
CVE-2003-0960,NA,7.5
CVE-2003-0961,NA,7.2
CVE-2003-0962,NA,7.5
CVE-2003-0963,NA,7.5
CVE-2003-0964,NA,NA
CVE-2003-0965,NA,6.8
CVE-2003-0966,NA,7.5
CVE-2003-0967,NA,5.0
CVE-2003-0968,NA,10.0
CVE-2003-0969,NA,7.5
CVE-2003-0970,NA,5.0
CVE-2003-0971,NA,5.0
CVE-2003-0972,NA,10.0
CVE-2003-0973,NA,5.0
CVE-2003-0974,NA,7.5
CVE-2003-0975,NA,5.0
CVE-2003-0976,NA,7.5
CVE-2003-0977,NA,7.5
CVE-2003-0978,NA,7.5
CVE-2003-0979,NA,5.0
CVE-2003-0980,NA,4.3
CVE-2003-0981,NA,4.3
CVE-2003-0982,NA,7.5
CVE-2003-0983,NA,7.5
CVE-2003-0984,NA,4.6
CVE-2003-0985,NA,7.2
CVE-2003-0986,NA,1.7
CVE-2003-0987,NA,7.5
CVE-2003-0988,NA,7.5
CVE-2003-0989,NA,7.5
CVE-2003-0990,NA,7.5
CVE-2003-0991,NA,5.0
CVE-2003-0992,NA,4.3
CVE-2003-0993,NA,7.5
CVE-2003-0994,NA,7.2
CVE-2003-0995,NA,7.5
CVE-2003-0996,NA,4.6
CVE-2003-0997,NA,5.0
CVE-2003-0998,NA,4.6
CVE-2003-0999,NA,7.2
CVE-2003-1000,NA,5.0
CVE-2003-1001,NA,5.0
CVE-2003-1002,NA,5.0
CVE-2003-1003,NA,7.8
CVE-2003-1004,NA,5.0
CVE-2003-1005,NA,5.0
CVE-2003-1006,NA,7.2
CVE-2003-1007,NA,5.0
CVE-2003-1008,NA,4.6
CVE-2003-1009,NA,10.0
CVE-2003-1010,NA,4.6
CVE-2003-1011,NA,7.2
CVE-2003-1012,NA,5.0
CVE-2003-1013,NA,5.0
CVE-2003-1014,NA,7.5
CVE-2003-1015,NA,7.5
CVE-2003-1016,NA,7.5
CVE-2003-1017,NA,5.0
CVE-2003-1018,NA,7.2
CVE-2003-1020,NA,5.0
CVE-2003-1021,NA,7.2
CVE-2003-1022,NA,7.5
CVE-2003-1023,NA,7.5
CVE-2003-1024,NA,7.2
CVE-2003-1025,NA,4.3
CVE-2003-1026,NA,9.3
CVE-2003-1027,NA,10.0
CVE-2003-1028,NA,5.0
CVE-2003-1029,NA,5.0
CVE-2003-1030,NA,7.5
CVE-2003-1031,NA,4.3
CVE-2003-1032,NA,5.0
CVE-2003-1033,NA,7.2
CVE-2003-1034,NA,4.6
CVE-2003-1035,NA,7.5
CVE-2003-1036,NA,7.5
CVE-2003-1037,NA,7.5
CVE-2003-1038,NA,5.0
CVE-2003-1039,NA,7.5
CVE-2003-1040,NA,2.1
CVE-2003-1041,NA,7.5
CVE-2003-1042,NA,10.0
CVE-2003-1043,NA,10.0
CVE-2003-1044,NA,7.5
CVE-2003-1045,NA,5.0
CVE-2003-1046,NA,7.5
CVE-2003-1047,NA,NA
CVE-2003-1048,NA,10.0
CVE-2003-1049,NA,4.6
CVE-2003-1050,NA,7.2
CVE-2003-1051,NA,7.2
CVE-2003-1052,NA,7.2
CVE-2003-1053,NA,4.6
CVE-2003-1054,NA,5.0
CVE-2003-1055,NA,7.2
CVE-2003-1056,NA,7.2
CVE-2003-1057,NA,7.2
CVE-2003-1058,NA,3.7
CVE-2003-1059,NA,7.2
CVE-2003-1060,NA,5.0
CVE-2003-1061,NA,1.2
CVE-2003-1062,NA,4.6
CVE-2003-1063,NA,7.5
CVE-2003-1064,NA,5.0
CVE-2003-1065,NA,2.1
CVE-2003-1066,NA,5.0
CVE-2003-1067,NA,7.2
CVE-2003-1068,NA,7.2
CVE-2003-1069,NA,5.0
CVE-2003-1070,NA,5.0
CVE-2003-1071,NA,2.1
CVE-2003-1072,NA,2.1
CVE-2003-1073,NA,1.2
CVE-2003-1074,NA,7.2
CVE-2003-1075,NA,5.0
CVE-2003-1076,NA,7.2
CVE-2003-1077,NA,2.1
CVE-2003-1078,NA,7.5
CVE-2003-1079,NA,5.0
CVE-2003-1080,NA,1.2
CVE-2003-1081,NA,10.0
CVE-2003-1082,NA,7.2
CVE-2003-1083,NA,10.0
CVE-2003-1084,NA,5.0
CVE-2003-1085,NA,5.0
CVE-2003-1086,NA,7.5
CVE-2003-1087,NA,5.0
CVE-2003-1088,NA,4.3
CVE-2003-1089,NA,5.0
CVE-2003-1090,NA,10.0
CVE-2003-1091,NA,7.5
CVE-2003-1092,NA,7.5
CVE-2003-1093,NA,4.6
CVE-2003-1094,NA,7.2
CVE-2003-1095,NA,4.6
CVE-2003-1096,NA,10.0
CVE-2003-1097,NA,7.2
CVE-2003-1098,NA,7.2
CVE-2003-1099,NA,2.1
CVE-2003-1100,NA,4.3
CVE-2003-1101,NA,5.0
CVE-2003-1102,NA,5.0
CVE-2003-1103,NA,7.5
CVE-2003-1104,NA,10.0
CVE-2003-1105,NA,2.6
CVE-2003-1106,NA,5.0
CVE-2003-1107,NA,5.1
CVE-2003-1108,NA,5.0
CVE-2003-1109,NA,7.5
CVE-2003-1110,NA,7.5
CVE-2003-1111,NA,7.5
CVE-2003-1112,NA,7.5
CVE-2003-1113,NA,7.5
CVE-2003-1114,NA,7.5
CVE-2003-1115,NA,7.5
CVE-2003-1116,NA,5.0
CVE-2003-1117,NA,7.5
CVE-2003-1118,NA,7.5
CVE-2003-1119,NA,5.0
CVE-2003-1120,NA,3.7
CVE-2003-1121,NA,10.0
CVE-2003-1122,NA,2.1
CVE-2003-1123,NA,7.5
CVE-2003-1124,NA,4.6
CVE-2003-1125,NA,5.0
CVE-2003-1126,NA,5.0
CVE-2003-1127,NA,5.0
CVE-2003-1128,NA,7.5
CVE-2003-1129,NA,2.6
CVE-2003-1130,NA,NA
CVE-2003-1131,NA,7.5
CVE-2003-1132,NA,5.0
CVE-2003-1133,NA,2.1
CVE-2003-1134,NA,2.1
CVE-2003-1135,NA,2.6
CVE-2003-1136,NA,4.3
CVE-2003-1137,NA,5.0
CVE-2003-1138,NA,5.0
CVE-2003-1139,NA,5.0
CVE-2003-1140,NA,10.0
CVE-2003-1141,NA,7.5
CVE-2003-1142,NA,10.0
CVE-2003-1143,NA,7.5
CVE-2003-1144,NA,10.0
CVE-2003-1145,NA,6.8
CVE-2003-1146,NA,6.8
CVE-2003-1147,NA,NA
CVE-2003-1148,NA,7.5
CVE-2003-1149,NA,4.3
CVE-2003-1150,NA,7.5
CVE-2003-1151,NA,4.3
CVE-2003-1152,NA,5.0
CVE-2003-1153,NA,5.0
CVE-2003-1154,NA,7.5
CVE-2003-1155,NA,4.6
CVE-2003-1156,NA,4.6
CVE-2003-1157,NA,4.3
CVE-2003-1158,NA,5.0
CVE-2003-1159,NA,5.0
CVE-2003-1160,NA,10.0
CVE-2003-1161,NA,7.2
CVE-2003-1162,NA,5.0
CVE-2003-1163,NA,5.0
CVE-2003-1164,NA,4.3
CVE-2003-1165,NA,5.0
CVE-2003-1166,NA,5.0
CVE-2003-1167,NA,7.2
CVE-2003-1168,NA,5.0
CVE-2003-1169,NA,4.6
CVE-2003-1170,NA,7.2
CVE-2003-1171,NA,7.5
CVE-2003-1172,NA,5.0
CVE-2003-1173,NA,5.0
CVE-2003-1174,NA,2.1
CVE-2003-1175,NA,6.8
CVE-2003-1176,NA,6.4
CVE-2003-1177,NA,7.5
CVE-2003-1178,NA,7.5
CVE-2003-1179,NA,7.5
CVE-2003-1180,NA,7.5
CVE-2003-1181,NA,5.0
CVE-2003-1182,NA,6.8
CVE-2003-1183,NA,4.6
CVE-2003-1184,NA,4.3
CVE-2003-1185,NA,7.5
CVE-2003-1186,NA,7.5
CVE-2003-1187,NA,6.8
CVE-2003-1188,NA,5.0
CVE-2003-1189,NA,5.0
CVE-2003-1190,NA,4.3
CVE-2003-1191,NA,5.0
CVE-2003-1192,NA,10.0
CVE-2003-1193,NA,7.5
CVE-2003-1194,NA,6.8
CVE-2003-1195,NA,7.5
CVE-2003-1196,NA,7.5
CVE-2003-1197,NA,6.8
CVE-2003-1198,NA,5.0
CVE-2003-1199,NA,6.8
CVE-2003-1200,NA,7.5
CVE-2003-1201,NA,5.0
CVE-2003-1202,NA,10.0
CVE-2003-1203,NA,4.3
CVE-2003-1204,NA,6.8
CVE-2003-1205,NA,5.0
CVE-2003-1206,NA,5.0
CVE-2003-1207,NA,5.0
CVE-2003-1208,NA,10.0
CVE-2003-1209,NA,5.0
CVE-2003-1210,NA,7.5
CVE-2003-1211,NA,6.8
CVE-2003-1212,NA,7.5
CVE-2003-1213,NA,7.5
CVE-2003-1214,NA,7.5
CVE-2003-1215,NA,4.6
CVE-2003-1216,NA,7.5
CVE-2003-1217,NA,NA
CVE-2003-1218,NA,NA
CVE-2003-1219,NA,4.3
CVE-2003-1220,NA,5.0
CVE-2003-1221,NA,5.0
CVE-2003-1222,NA,5.0
CVE-2003-1223,NA,5.0
CVE-2003-1224,NA,2.1
CVE-2003-1225,NA,2.1
CVE-2003-1226,NA,2.1
CVE-2003-1227,NA,7.5
CVE-2003-1228,NA,7.5
CVE-2003-1229,NA,7.5
CVE-2003-1230,NA,6.4
CVE-2003-1231,NA,4.3
CVE-2003-1232,NA,5.1
CVE-2003-1233,NA,2.1
CVE-2003-1234,NA,3.6
CVE-2003-1235,NA,5.0
CVE-2003-1236,NA,10.0
CVE-2003-1237,NA,4.3
CVE-2003-1238,NA,5.8
CVE-2003-1239,NA,5.0
CVE-2003-1240,NA,7.5
CVE-2003-1241,NA,4.3
CVE-2003-1242,NA,5.0
CVE-2003-1243,NA,4.3
CVE-2003-1244,NA,7.5
CVE-2003-1245,NA,10.0
CVE-2003-1246,NA,2.1
CVE-2003-1247,NA,7.5
CVE-2003-1248,NA,7.5
CVE-2003-1249,NA,7.5
CVE-2003-1250,NA,5.0
CVE-2003-1251,NA,7.5
CVE-2003-1252,NA,7.5
CVE-2003-1253,NA,7.5
CVE-2003-1254,NA,5.0
CVE-2003-1255,NA,6.4
CVE-2003-1256,NA,6.8
CVE-2003-1257,NA,5.0
CVE-2003-1258,NA,7.5
CVE-2003-1259,NA,7.5
CVE-2003-1260,NA,7.6
CVE-2003-1261,NA,2.1
CVE-2003-1262,NA,6.4
CVE-2003-1263,NA,5.0
CVE-2003-1264,NA,5.0
CVE-2003-1265,NA,2.1
CVE-2003-1266,NA,5.0
CVE-2003-1267,NA,5.0
CVE-2003-1268,NA,7.5
CVE-2003-1269,NA,5.0
CVE-2003-1270,NA,5.0
CVE-2003-1271,NA,4.3
CVE-2003-1272,NA,9.3
CVE-2003-1273,NA,2.1
CVE-2003-1274,NA,5.0
CVE-2003-1275,NA,5.0
CVE-2003-1276,NA,4.6
CVE-2003-1277,NA,4.3
CVE-2003-1278,NA,4.3
CVE-2003-1279,NA,4.6
CVE-2003-1280,NA,5.0
CVE-2003-1281,NA,2.1
CVE-2003-1282,NA,5.0
CVE-2003-1283,NA,7.5
CVE-2003-1284,NA,5.0
CVE-2003-1285,NA,4.3
CVE-2003-1286,NA,7.5
CVE-2003-1287,NA,4.6
CVE-2003-1288,NA,5.0
CVE-2003-1289,NA,2.1
CVE-2003-1290,NA,5.0
CVE-2003-1291,NA,7.2
CVE-2003-1292,NA,5.0
CVE-2003-1293,NA,4.3
CVE-2003-1294,NA,2.1
CVE-2003-1295,NA,2.1
CVE-2003-1296,NA,5.0
CVE-2003-1297,NA,5.0
CVE-2003-1298,NA,5.0
CVE-2003-1299,NA,4.0
CVE-2003-1300,NA,5.0
CVE-2003-1301,NA,5.0
CVE-2003-1302,NA,5.0
CVE-2003-1303,NA,5.0
CVE-2003-1304,NA,5.0
CVE-2003-1305,NA,5.0
CVE-2003-1306,NA,2.6
CVE-2003-1307,NA,4.3
CVE-2003-1308,NA,4.6
CVE-2003-1309,NA,10.0
CVE-2003-1310,NA,4.6
CVE-2003-1311,NA,6.8
CVE-2003-1312,NA,4.3
CVE-2003-1313,NA,7.5
CVE-2003-1314,NA,7.5
CVE-2003-1315,NA,7.5
CVE-2003-1316,NA,5.0
CVE-2003-1317,NA,6.8
CVE-2003-1318,NA,7.8
CVE-2003-1319,NA,7.6
CVE-2003-1320,NA,5.1
CVE-2003-1321,NA,7.5
CVE-2003-1322,NA,10.0
CVE-2003-1323,NA,6.8
CVE-2003-1324,NA,4.6
CVE-2003-1325,NA,5.2
CVE-2003-1326,NA,7.5
CVE-2003-1327,NA,9.3
CVE-2003-1328,NA,7.5
CVE-2003-1329,NA,7.8
CVE-2003-1330,NA,5.0
CVE-2003-1331,NA,4.0
CVE-2003-1332,NA,7.5
CVE-2003-1333,NA,10.0
CVE-2003-1334,NA,4.3
CVE-2003-1335,NA,5.0
CVE-2003-1336,NA,9.3
CVE-2003-1337,NA,7.5
CVE-2003-1338,NA,4.3
CVE-2003-1339,NA,10.0
CVE-2003-1340,NA,6.5
CVE-2003-1341,NA,7.5
CVE-2003-1342,NA,5.0
CVE-2003-1343,NA,7.5
CVE-2003-1344,NA,5.0
CVE-2003-1345,NA,5.0
CVE-2003-1346,NA,10.0
CVE-2003-1347,NA,4.3
CVE-2003-1348,NA,4.3
CVE-2003-1349,NA,5.0
CVE-2003-1350,NA,4.3
CVE-2003-1351,NA,5.0
CVE-2003-1352,NA,5.0
CVE-2003-1353,NA,4.3
CVE-2003-1354,NA,5.0
CVE-2003-1355,NA,7.5
CVE-2003-1356,NA,7.2
CVE-2003-1357,NA,10.0
CVE-2003-1358,NA,7.2
CVE-2003-1359,NA,7.2
CVE-2003-1360,NA,7.2
CVE-2003-1361,NA,10.0
CVE-2003-1362,NA,7.8
CVE-2003-1363,NA,6.4
CVE-2003-1364,NA,8.5
CVE-2003-1365,NA,5.0
CVE-2003-1366,NA,3.3
CVE-2003-1367,NA,7.8
CVE-2003-1368,NA,6.4
CVE-2003-1369,NA,6.8
CVE-2003-1370,NA,4.3
CVE-2003-1371,NA,4.3
CVE-2003-1372,NA,4.3
CVE-2003-1373,NA,6.8
CVE-2003-1374,NA,4.6
CVE-2003-1375,NA,7.2
CVE-2003-1376,NA,4.6
CVE-2003-1377,NA,8.3
CVE-2003-1378,NA,8.8
CVE-2003-1379,NA,5.0
CVE-2003-1380,NA,7.5
CVE-2003-1381,NA,6.8
CVE-2003-1382,NA,7.5
CVE-2003-1383,NA,7.5
CVE-2003-1384,NA,4.3
CVE-2003-1385,NA,6.8
CVE-2003-1386,NA,6.4
CVE-2003-1387,NA,7.5
CVE-2003-1388,NA,9.3
CVE-2003-1389,NA,7.5
CVE-2003-1390,NA,7.5
CVE-2003-1391,NA,7.5
CVE-2003-1392,NA,6.6
CVE-2003-1393,NA,8.5
CVE-2003-1394,NA,5.0
CVE-2003-1395,NA,9.0
CVE-2003-1396,NA,4.3
CVE-2003-1397,NA,4.3
CVE-2003-1398,NA,9.3
CVE-2003-1399,NA,1.9
CVE-2003-1400,NA,4.3
CVE-2003-1401,NA,5.8
CVE-2003-1402,NA,7.5
CVE-2003-1403,NA,7.5
CVE-2003-1404,NA,7.5
CVE-2003-1405,NA,7.5
CVE-2003-1406,NA,7.5
CVE-2003-1407,NA,7.2
CVE-2003-1408,NA,5.0
CVE-2003-1409,NA,5.0
CVE-2003-1410,NA,6.8
CVE-2003-1411,NA,6.8
CVE-2003-1412,NA,6.8
CVE-2003-1413,NA,4.3
CVE-2003-1414,NA,4.3
CVE-2003-1415,NA,6.8
CVE-2003-1416,NA,4.3
CVE-2003-1417,NA,4.4
CVE-2003-1418,NA,4.3
CVE-2003-1419,NA,4.3
CVE-2003-1420,NA,4.3
CVE-2003-1421,NA,4.3
CVE-2003-1422,NA,10.0
CVE-2003-1423,NA,5.0
CVE-2003-1424,NA,6.8
CVE-2003-1425,NA,10.0
CVE-2003-1426,NA,3.3
CVE-2003-1427,NA,6.4
CVE-2003-1428,NA,4.8
CVE-2003-1429,NA,7.5
CVE-2003-1430,NA,5.0
CVE-2003-1431,NA,7.1
CVE-2003-1432,NA,10.0
CVE-2003-1433,NA,4.3
CVE-2003-1434,NA,6.8
CVE-2003-1435,NA,7.5
CVE-2003-1436,NA,6.8
CVE-2003-1437,NA,2.1
CVE-2003-1438,NA,4.3
CVE-2003-1439,NA,4.3
CVE-2003-1440,NA,4.3
CVE-2003-1441,NA,4.3
CVE-2003-1442,NA,7.5
CVE-2003-1443,NA,4.4
CVE-2003-1444,NA,4.4
CVE-2003-1445,NA,4.6
CVE-2003-1446,NA,4.9
CVE-2003-1447,NA,1.9
CVE-2003-1448,NA,7.8
CVE-2003-1449,NA,7.5
CVE-2003-1450,NA,5.0
CVE-2003-1451,NA,6.4
CVE-2003-1452,NA,3.6
CVE-2003-1453,NA,4.3
CVE-2003-1454,NA,5.0
CVE-2003-1455,NA,7.2
CVE-2003-1456,NA,5.0
CVE-2003-1457,NA,4.6
CVE-2003-1458,NA,7.5
CVE-2003-1459,NA,6.8
CVE-2003-1460,NA,3.6
CVE-2003-1461,NA,7.2
CVE-2003-1462,NA,5.0
CVE-2003-1463,NA,3.5
CVE-2003-1464,NA,7.8
CVE-2003-1465,NA,5.0
CVE-2003-1466,NA,7.5
CVE-2003-1467,NA,4.3
CVE-2003-1468,NA,4.3
CVE-2003-1469,NA,5.0
CVE-2003-1470,NA,9.0
CVE-2003-1471,NA,6.3
CVE-2003-1472,NA,5.0
CVE-2003-1473,NA,4.6
CVE-2003-1474,NA,7.2
CVE-2003-1475,NA,6.8
CVE-2003-1476,NA,2.1
CVE-2003-1477,NA,7.8
CVE-2003-1478,NA,4.3
CVE-2003-1479,NA,4.3
CVE-2003-1480,NA,4.3
CVE-2003-1481,NA,5.8
CVE-2003-1482,NA,4.6
CVE-2003-1483,NA,6.4
CVE-2003-1484,NA,4.3
CVE-2003-1485,NA,5.0
CVE-2003-1486,NA,5.0
CVE-2003-1487,NA,10.0
CVE-2003-1488,NA,6.4
CVE-2003-1489,NA,5.0
CVE-2003-1490,NA,7.8
CVE-2003-1491,NA,7.5
CVE-2003-1492,NA,5.0
CVE-2003-1493,NA,5.0
CVE-2003-1494,NA,5.0
CVE-2003-1495,NA,10.0
CVE-2003-1496,NA,10.0
CVE-2003-1497,NA,6.3
CVE-2003-1498,NA,4.3
CVE-2003-1499,NA,5.0
CVE-2003-1500,NA,6.8
CVE-2003-1501,NA,6.4
CVE-2003-1502,NA,4.6
CVE-2003-1503,NA,10.0
CVE-2003-1504,NA,7.5
CVE-2003-1505,NA,4.3
CVE-2003-1506,NA,4.3
CVE-2003-1507,NA,10.0
CVE-2003-1508,NA,4.3
CVE-2003-1509,NA,10.0
CVE-2003-1510,NA,7.8
CVE-2003-1511,NA,4.3
CVE-2003-1512,NA,5.0
CVE-2003-1513,NA,4.3
CVE-2003-1514,NA,7.8
CVE-2003-1515,NA,7.8
CVE-2003-1516,NA,6.8
CVE-2003-1517,NA,5.0
CVE-2003-1518,NA,7.8
CVE-2003-1519,NA,4.3
CVE-2003-1520,NA,6.8
CVE-2003-1521,NA,6.4
CVE-2003-1522,NA,4.3
CVE-2003-1523,NA,7.5
CVE-2003-1524,NA,6.3
CVE-2003-1525,NA,10.0
CVE-2003-1526,NA,5.0
CVE-2003-1527,NA,4.3
CVE-2003-1528,NA,7.2
CVE-2003-1529,NA,5.0
CVE-2003-1530,NA,7.5
CVE-2003-1531,NA,4.3
CVE-2003-1532,NA,7.5
CVE-2003-1533,NA,7.5
CVE-2003-1534,NA,4.3
CVE-2003-1535,NA,5.0
CVE-2003-1536,NA,4.3
CVE-2003-1537,NA,5.0
CVE-2003-1538,NA,6.4
CVE-2003-1539,NA,4.3
CVE-2003-1540,NA,5.0
CVE-2003-1541,NA,5.0
CVE-2003-1542,NA,5.0
CVE-2003-1543,NA,4.3
CVE-2003-1544,NA,6.8
CVE-2003-1545,NA,5.0
CVE-2003-1546,NA,4.3
CVE-2003-1547,NA,4.3
CVE-2003-1548,NA,5.0
CVE-2003-1549,NA,4.3
CVE-2003-1550,NA,5.0
CVE-2003-1551,NA,10.0
CVE-2003-1552,NA,6.8
CVE-2003-1553,NA,4.3
CVE-2003-1554,NA,4.3
CVE-2003-1555,NA,5.0
CVE-2003-1556,NA,4.3
CVE-2003-1557,NA,7.6
CVE-2003-1558,NA,5.0
CVE-2003-1559,NA,5.0
CVE-2003-1560,NA,5.0
CVE-2003-1561,NA,4.3
CVE-2003-1562,NA,7.6
CVE-2003-1563,NA,4.0
CVE-2003-1564,NA,9.3
CVE-2003-1565,NA,NA
CVE-2003-1566,NA,5.0
CVE-2003-1567,NA,5.8
CVE-2003-1568,NA,5.0
CVE-2003-1569,NA,5.0
CVE-2003-1570,NA,3.5
CVE-2003-1571,NA,5.0
CVE-2003-1572,NA,9.3
CVE-2003-1573,NA,10.0
CVE-2003-1574,NA,7.5
CVE-2003-1575,NA,4.6
CVE-2003-1576,NA,10.0
CVE-2003-1577,NA,2.6
CVE-2003-1578,NA,4.3
CVE-2003-1579,NA,4.3
CVE-2003-1580,NA,4.3
CVE-2003-1581,NA,2.6
CVE-2003-1582,NA,2.6
CVE-2003-1583,NA,4.3
CVE-2003-1584,NA,4.3
CVE-2003-1585,NA,4.3
CVE-2003-1586,NA,4.3
CVE-2003-1587,NA,5.0
CVE-2003-1588,NA,1.9
CVE-2003-1589,NA,5.0
CVE-2003-1590,NA,5.0
CVE-2003-1591,NA,4.3
CVE-2003-1592,NA,5.0
CVE-2003-1593,NA,7.5
CVE-2003-1594,NA,7.5
CVE-2003-1595,NA,10.0
CVE-2003-1596,NA,7.5
CVE-2003-1598,NA,7.5
CVE-2003-1599,NA,7.5
CVE-2003-1603,NA,10.0
CVE-2003-1604,7.5,7.8
CVE-2003-1605,7.5,5.0
CVE-2014-0001,NA,7.5
CVE-2014-0002,NA,7.5
CVE-2014-0003,NA,7.5
CVE-2014-0004,NA,6.9
CVE-2014-0005,NA,3.6
CVE-2014-0006,NA,4.3
CVE-2014-0007,NA,7.5
CVE-2014-0008,NA,4.0
CVE-2014-0009,NA,5.5
CVE-2014-0010,NA,6.8
CVE-2014-0012,NA,4.4
CVE-2014-0013,5.4,3.5
CVE-2014-0014,5.4,3.5
CVE-2014-0015,NA,4.0
CVE-2014-0016,NA,4.3
CVE-2014-0017,NA,1.9
CVE-2014-0018,NA,1.9
CVE-2014-0019,NA,1.9
CVE-2014-0020,NA,5.0
CVE-2014-0022,NA,5.0
CVE-2014-0025,NA,NA
CVE-2014-0027,NA,3.3
CVE-2014-0028,NA,4.3
CVE-2014-0029,6.1,4.3
CVE-2014-0030,9.8,7.5
CVE-2014-0031,NA,4.0
CVE-2014-0032,NA,4.3
CVE-2014-0033,NA,4.3
CVE-2014-0034,NA,4.3
CVE-2014-0035,NA,4.3
CVE-2014-0036,NA,6.8
CVE-2014-0037,NA,5.0
CVE-2014-0038,NA,6.9
CVE-2014-0039,NA,4.4
CVE-2014-0040,NA,4.3
CVE-2014-0041,NA,4.3
CVE-2014-0042,NA,4.3
CVE-2014-0043,5.3,5.0
CVE-2014-0044,NA,5.0
CVE-2014-0045,NA,7.5
CVE-2014-0046,NA,2.6
CVE-2014-0047,7.8,4.6
CVE-2014-0049,NA,7.4
CVE-2014-0050,NA,7.5
CVE-2014-0051,NA,NA
CVE-2014-0052,NA,NA
CVE-2014-0053,NA,5.0
CVE-2014-0054,NA,6.8
CVE-2014-0055,NA,5.5
CVE-2014-0056,NA,2.1
CVE-2014-0057,NA,7.5
CVE-2014-0058,NA,1.9
CVE-2014-0059,NA,2.1
CVE-2014-0060,NA,4.0
CVE-2014-0061,NA,6.5
CVE-2014-0062,NA,4.9
CVE-2014-0063,NA,6.5
CVE-2014-0064,NA,6.5
CVE-2014-0065,NA,6.5
CVE-2014-0066,NA,4.0
CVE-2014-0067,NA,4.6
CVE-2014-0069,NA,6.2
CVE-2014-0070,NA,NA
CVE-2014-0071,NA,6.4
CVE-2014-0072,7.5,5.0
CVE-2014-0073,9.8,7.5
CVE-2014-0074,NA,7.5
CVE-2014-0075,NA,5.0
CVE-2014-0076,NA,1.9
CVE-2014-0077,NA,5.5
CVE-2014-0078,NA,4.0
CVE-2014-0079,NA,5.0
CVE-2014-0080,NA,6.8
CVE-2014-0081,NA,4.3
CVE-2014-0082,NA,5.0
CVE-2014-0085,NA,2.1
CVE-2014-0086,NA,4.3
CVE-2014-0087,8.8,6.5
CVE-2014-0088,NA,7.5
CVE-2014-0089,NA,4.3
CVE-2014-0090,NA,6.8
CVE-2014-0092,NA,5.8
CVE-2014-0093,NA,5.8
CVE-2014-0094,NA,5.0
CVE-2014-0095,NA,5.0
CVE-2014-0096,NA,4.3
CVE-2014-0097,7.3,7.5
CVE-2014-0098,NA,5.0
CVE-2014-0099,NA,4.3
CVE-2014-0100,NA,9.3
CVE-2014-0101,NA,7.1
CVE-2014-0102,NA,5.2
CVE-2014-0103,NA,2.1
CVE-2014-0105,NA,6.0
CVE-2014-0106,NA,6.6
CVE-2014-0107,NA,7.5
CVE-2014-0108,NA,NA
CVE-2014-0109,NA,4.3
CVE-2014-0110,NA,4.3
